OpptyNum,Topic,(IG)CustomerContactIndexValue,ContactName,(IG)CustomerAccountIndex,Account,Contact,Budget Amount,Created On,Est. Close Date,Actual Close Date,Est. Revenue,Actual Revenue,(IG)ForecastCatIndex,Forecast category,(IG)SalesStageIndex,Sales Stage,(IG)StatusIndex,Status,(IG)StatusReasonIndex,Status Reason,(IG)PurchaseTimeframeIndex,Purchase Timeframe,Close Probability,)IG)PurchaseProcessIndex,Purchase Process,Owner,Created By,Price List,Revenue,Currency,Description
33084,[33084] Opportunity for Henry Schein $1503.63 Unknown,200739,Carter White,100304,Henry Schein,Carter.White200739@notadomain.test,16707,5/20/2022,7/15/2022,,1503.63,,2,Best case,3,Propose,1,Open,2,On Hold,5,Unknown,64,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33085,[33085] Opportunity for PVH $21777.5 Next Quarter,201204,Tad Davis,100323,PVH,Tad.Davis201204@notadomain.test,35125,4/1/2022,4/1/2022,4/1/2022,21777.5,21777.5,5,Won,1,Qualify,2,Won,3,Won,3,Next Quarter,82,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33086,[33086] Opportunity for Yum Brands $9530.54 This Quarter,201600,Paul Garcia,100505,Yum Brands,Paul.Garcia201600@notadomain.test,56062,4/7/2022,4/7/2022,4/7/2022,9530.54,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,2,This Quarter,84,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33087,[33087] Opportunity for Thor Industries $30642.64 Next Quarter,204652,Linda Gebhart,100404,Thor Industries,Linda.Gebhart204652@notadomain.test,62536,4/18/2022,6/16/2022,,30642.64,,4,Omitted,3,Propose,1,Open,1,In Progress,3,Next Quarter,99,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33088,[33088] Opportunity for NRG Energy $82026.21 This Year,202419,Phil King,100324,NRG Energy,Phil.King202419@notadomain.test,94283,3/23/2022,7/19/2022,,82026.21,,4,Omitted,3,Propose,1,Open,2,On Hold,4,This Year,74,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33089,[33089] Opportunity for Celanese $5745.12 Unknown,203210,Kathleen Hernandez,100470,Celanese,Kathleen.Hernandez203210@notadomain.test,71814,4/30/2022,4/30/2022,4/30/2022,5745.12,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,5,Unknown,55,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33090,[33090] Opportunity for Select Medical Holdings $15844.5 Immediate,203138,Ashley Young,100515,Select Medical Holdings,Ashley.Young203138@notadomain.test,25150,5/25/2022,5/25/2022,5/25/2022,15844.5,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,1,Immediate,82,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33091,[33091] Opportunity for Maxim Integrated Products $21033.6 Unknown,202528,Dorothy Flores,100915,Maxim Integrated Products,Dorothy.Flores202528@notadomain.test,65730,3/25/2022,3/25/2022,3/25/2022,21033.6,0,6,Lost,4,Close,3,Lost,5,Out-Sold,5,Unknown,43,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33092,[33092] Opportunity for Curtiss-Wright $65899.86 Next Quarter,202204,Linda Chan,100875,Curtiss-Wright,Linda.Chan202204@notadomain.test,67938,5/23/2022,5/23/2022,5/23/2022,65899.86,65899.86,5,Won,1,Qualify,2,Won,3,Won,3,Next Quarter,11,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33093,[33093] Opportunity for CBS $1415.61 Immediate,202027,Jessica Morales,101007,CBS,Jessica.Morales202027@notadomain.test,6741,3/16/2022,3/16/2022,3/16/2022,1415.61,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,1,Immediate,11,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33094,[33094] Opportunity for Encompass Health $10180.2 Unknown,203800,Chris Wills,100583,Encompass Health,Chris.Wills203800@notadomain.test,17860,5/12/2022,8/18/2022,,10180.2,,1,Pipeline,2,Develop,1,Open,2,On Hold,5,Unknown,17,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33095,[33095] Opportunity for American Family Insurance Group $16309.08 Unknown,204872,Jennifer Evans,100254,American Family Insurance Group,Jennifer.Evans204872@notadomain.test,90606,3/4/2022,8/6/2022,,16309.08,,6,Lost,1,Qualify,1,Open,2,On Hold,5,Unknown,90,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33096,[33096] Opportunity for Viasat $14221.12 Unknown,201692,Sarah Roberts,100972,Viasat,Sarah.Roberts201692@notadomain.test,37424,3/15/2022,3/15/2022,3/15/2022,14221.12,0,6,Lost,2,Develop,3,Lost,4,Canceled,5,Unknown,72,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33097,[33097] Opportunity for Builders FirstSource $1687.77 This Year,202117,Rebeccca Tompson,100425,Builders FirstSource,Rebeccca.Tompson202117@notadomain.test,8883,4/4/2022,4/4/2022,4/4/2022,1687.77,1687.77,5,Won,4,Close,2,Won,3,Won,4,This Year,9,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33098,[33098] Opportunity for Alliance Data Systems $54816.72 This Year,202198,Jennifer Lee,100456,Alliance Data Systems,Jennifer.Lee202198@notadomain.test,65258,4/13/2022,4/13/2022,4/13/2022,54816.72,54816.72,5,Won,2,Develop,2,Won,3,Won,4,This Year,28,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33099,[33099] Opportunity for Northwestern Mutual $14054.5 Unknown,200913,Anne Martinez,100102,Northwestern Mutual,Anne.Martinez200913@notadomain.test,28109,5/16/2022,5/16/2022,5/16/2022,14054.5,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,5,Unknown,84,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33100,[33100] Opportunity for Frontier Communications $42551.85 This Year,200081,Jim Allen,100393,Frontier Communications,Jim.Allen200081@notadomain.test,77367,5/13/2022,5/13/2022,5/13/2022,42551.85,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,4,This Year,20,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33101,[33101] Opportunity for Bio-Rad Laboratories $78042.24 This Year,204495,Phil Valeros,100917,Bio-Rad Laboratories,Phil.Valeros204495@notadomain.test,81294,3/11/2022,3/11/2022,3/11/2022,78042.24,78042.24,5,Won,2,Develop,2,Won,3,Won,4,This Year,87,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33102,[33102] Opportunity for J.B. Hunt Transport Services $17758.54 Immediate,204288,Sandra Jefferson,100346,J.B. Hunt Transport Services,Sandra.Jefferson204288@notadomain.test,46733,5/6/2022,5/6/2022,5/6/2022,17758.54,0,6,Lost,1,Qualify,3,Lost,5,Out-Sold,1,Immediate,5,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33103,[33103] Opportunity for Zimmer Biomet Holdings $85592.34 This Quarter,204798,Ted Valeros,100399,Zimmer Biomet Holdings,Ted.Valeros204798@notadomain.test,98382,2/24/2022,2/24/2022,2/24/2022,85592.34,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,2,This Quarter,43,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33104,[33104] Opportunity for Northwestern Mutual $14151.42 Immediate,204784,Lisa Morales,100102,Northwestern Mutual,Lisa.Morales204784@notadomain.test,48798,4/9/2022,4/9/2022,4/9/2022,14151.42,0,6,Lost,4,Close,3,Lost,4,Canceled,1,Immediate,3,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33105,[33105] Opportunity for Total System Services $6845.22 Immediate,200965,Tim Tan,101029,Total System Services,Tim.Tan200965@notadomain.test,38029,3/12/2022,3/12/2022,3/12/2022,6845.22,0,6,Lost,3,Propose,3,Lost,4,Canceled,1,Immediate,64,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33106,[33106] Opportunity for Thrivent Financial for Lutherans $51918.84 This Year,201610,Annabelle Green,100368,Thrivent Financial for Lutherans,Annabelle.Green201610@notadomain.test,96146,4/17/2022,4/17/2022,4/17/2022,51918.84,51918.84,5,Won,3,Propose,2,Won,3,Won,4,This Year,11,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33107,[33107] Opportunity for Hyster-Yale Materials Handling $4981.4 Immediate,202051,Daniel Thompson,100734,Hyster-Yale Materials Handling,Daniel.Thompson202051@notadomain.test,49814,3/30/2022,5/29/2022,,4981.4,,3,Committed,1,Qualify,1,Open,1,In Progress,1,Immediate,89,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33108,[33108] Opportunity for Nucor $18980.5 Next Quarter,202881,Michelle Hill,100139,Nucor,Michelle.Hill202881@notadomain.test,65450,4/10/2022,4/10/2022,4/10/2022,18980.5,0,6,Lost,4,Close,3,Lost,4,Canceled,3,Next Quarter,81,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33109,[33109] Opportunity for Frontier Communications $3281.74 This Year,200081,Jim Allen,100393,Frontier Communications,Jim.Allen200081@notadomain.test,29834,5/23/2022,5/23/2022,5/23/2022,3281.74,0,6,Lost,4,Close,3,Lost,5,Out-Sold,4,This Year,26,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33110,[33110] Opportunity for Levi Strauss $57286.32 Unknown,200499,Sara Garcia,100495,Levi Strauss,Sara.Garcia200499@notadomain.test,73444,3/13/2022,3/13/2022,3/13/2022,57286.32,57286.32,5,Won,2,Develop,2,Won,3,Won,5,Unknown,31,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33111,[33111] Opportunity for Hyster-Yale Materials Handling $35150.5 This Year,201454,Terry Williams,100734,Hyster-Yale Materials Handling,Terry.Williams201454@notadomain.test,50215,4/15/2022,8/21/2022,,35150.5,,5,Won,1,Qualify,1,Open,1,In Progress,4,This Year,0,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33112,[33112] Opportunity for AGNC Investment $45415.32 Immediate,203527,Steven Tan,100798,AGNC Investment,Steven.Tan203527@notadomain.test,59757,4/11/2022,4/11/2022,4/11/2022,45415.32,45415.32,5,Won,4,Close,2,Won,3,Won,1,Immediate,59,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33113,[33113] Opportunity for First Data $58782.2 This Year,202451,Kim White,101014,First Data,Kim.White202451@notadomain.test,94810,4/2/2022,4/2/2022,4/2/2022,58782.2,58782.2,5,Won,2,Develop,2,Won,3,Won,4,This Year,91,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33114,[33114] Opportunity for SkyWest $8405.28 Next Quarter,204919,Kimberly Evans,100788,SkyWest,Kimberly.Evans204919@notadomain.test,46696,4/24/2022,4/24/2022,4/24/2022,8405.28,8405.28,5,Won,1,Qualify,2,Won,3,Won,3,Next Quarter,23,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33115,[33115] Opportunity for Plains GP Holdings $3710.43 Next Quarter,201094,Barbara Lopez,100098,Plains GP Holdings,Barbara.Lopez201094@notadomain.test,41227,3/8/2022,8/11/2022,,3710.43,,4,Omitted,1,Qualify,1,Open,2,On Hold,3,Next Quarter,51,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33116,[33116] Opportunity for Vistra Energy $61089.84 Unknown,200361,Karen Washington,100270,Vistra Energy,Karen.Washington200361@notadomain.test,89838,4/25/2022,4/25/2022,4/25/2022,61089.84,0,6,Lost,4,Close,3,Lost,5,Out-Sold,5,Unknown,65,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33117,[33117] Opportunity for Coty $1459.2 Unknown,204155,Karen Lo,100366,Coty,Karen.Lo204155@notadomain.test,7680,5/4/2022,5/4/2022,5/4/2022,1459.2,1459.2,5,Won,4,Close,2,Won,3,Won,5,Unknown,25,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33118,[33118] Opportunity for Emerson Electric $18659.04 This Quarter,201806,Daniel Martinez,100176,Emerson Electric,Daniel.Martinez201806@notadomain.test,77746,3/3/2022,8/1/2022,,18659.04,,4,Omitted,2,Develop,1,Open,2,On Hold,2,This Quarter,55,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
33119,[33119] Opportunity for Entergy $438.54 This Quarter,201764,James Evans,100293,Entergy,James.Evans201764@notadomain.test,14618,4/11/2022,4/11/2022,4/11/2022,438.54,438.54,5,Won,3,Propose,2,Won,3,Won,2,This Quarter,61,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
